City;Month;Min. Temperature °C (°F);Max. Temperature °C (°F);Precipitation / Rainfall mm (in);avg. Sun hours (hours);Rainy days (d)
Samso;August;73.3;89.3;140 (5);9.4;13
Samso;September;69.4;86.2;96 (3);8.7;8
Samso;October;59.9;78.7;77 (3);8.0;5
Samso;November;49.8;69.1;86 (3);7.4;5
Samso;December;44.9;62.3;112 (4);6.1;6
San Diego;January;47.9;64.3;54 (2);7.8;4
San Diego;February;48.8;63.6;67 (2);7.7;5
San Diego;March;51;65;39 (1);8.1;4
San Diego;April;53.5;67.1;18 (0);8.3;3
San Diego;May;56.4;68.6;10 (0);7.5;2
San Diego;June;58.9;71.8;2 (0);8.4;0
San Diego;July;63.2;76.2;1 (0);9.7;0
San Diego;August;64.1;77.6;0 (0);9.5;0
San Diego;September;63.6;77.3;4 (0);8.5;1
San Diego;October;59.6;74;14 (0);7.7;2
San Diego;November;53.7;69.3;20 (0);7.7;3
San Diego;December;48.4;63.7;43 (1);7.4;4
San Francisco;January;43.2;57.3;113 (4);5.9;8
San Francisco;February;44.8;58.7;118 (4);6.5;7
San Francisco;March;46.8;61.2;83 (3);7.8;6
San Francisco;April;48.1;63.3;40 (1);9.1;4
San Francisco;May;50.6;66.5;21 (0);9.1;2
San Francisco;June;53.3;70.8;6 (0);9.3;1
San Francisco;July;54.9;71.2;2 (0);7.4;0
San Francisco;August;55.9;71.9;2 (0);6.8;0
San Francisco;September;55.6;73.6;3 (0);7.6;0
San Francisco;October;53.4;70.3;25 (0);7.3;2
San Francisco;November;48.2;62.8;57 (2);6.8;5
San Francisco;December;44.2;57.1;111 (4);5.8;7
San Jose CR;January;72.3;88.4;154 (6);10.1;12
San Jose CR;February;71.8;87.4;161 (6);9.4;11
San Jose CR;March;69.9;85.5;149 (5);8.8;9
San Jose CR;April;65.6;80.9;152 (5);7.9;8
San Jose CR;May;58.9;72.5;166 (6);6.6;7
San Jose CR;June;57;70.4;139 (5);6.6;7
San Jose CR;July;54.9;69.9;99 (3);7.5;7
San Jose CR;August;57.9;75.3;89 (3);8.3;5
San Jose CR;September;60.6;78.9;155 (6);8.4;7
San Jose CR;October;65.8;83.1;201 (7);8.7;10
San Jose CR;November;67.1;84.7;177 (6);9.7;9
San Jose CR;December;70.6;87.5;185 (7);10.1;11
San Jose;January;42.8;59.2;134 (5);6.6;7
San Jose;February;44.3;60.4;139 (5);6.7;7
San Jose;March;46.9;64;99 (3);7.9;6
San Jose;April;48.3;67.3;48 (1);8.9;5
San Jose;May;51.4;72.4;25 (0);10.1;3
San Jose;June;55.2;79.2;4 (0);11.3;1
San Jose;July;58.4;83;1 (0);11.6;0
San Jose;August;59.1;83;1 (0);10.9;0
San Jose;September;60.3;82.8;2 (0);10.0;0
San Jose;October;56;75.6;30 (1);8.7;2
San Jose;November;48.8;65.3;62 (2);7.3;5
San Jose;December;43.6;58.3;121 (4);6.3;7
San Luis Potosi;January;42.8;68.6;18 (0);8.0;2
San Luis Potosi;February;45.9;73.6;17 (0);8.8;2
San Luis Potosi;March;49.3;77.9;17 (0);9.5;3
San Luis Potosi;April;54.1;82.5;25 (0);10.2;4
San Luis Potosi;May;57.9;82.9;54 (2);10.3;8
San Luis Potosi;June;59.2;78.7;77 (3);8.7;9
San Luis Potosi;July;58.2;75.9;89 (3);7.7;9
San Luis Potosi;August;58.6;76.9;70 (2);7.8;9
San Luis Potosi;September;57.7;73.2;93 (3);6.2;10
San Luis Potosi;October;53.6;72.4;50 (1);6.8;6
San Luis Potosi;November;47.8;70;20 (0);7.2;3
San Luis Potosi;December;44.1;69.3;12 (0);8.0;1
San Marino;January;44.5;66.9;88 (3);7.6;5
San Marino;February;44.5;66.7;94 (3);7.5;5
San Marino;March;47.2;70.4;55 (2);8.3;4
San Marino;April;49.7;73.9;23 (0);8.9;3
San Marino;May;54.2;77.5;13 (0);9.1;2
San Marino;June;59.1;83;3 (0);10.4;0
San Marino;July;64.6;88.7;2 (0);11.4;0
San Marino;August;65;89.9;1 (0);10.9;0
San Marino;September;62.8;88;4 (0);9.6;1
San Marino;October;56.7;81;18 (0);8.3;2
San Marino;November;50.1;73.3;23 (0);7.9;2
San Marino;December;44.1;65.6;56 (2);7.4;4
San;January;62.7;83.6;3 (0);12.3;1
San;February;62.4;82.9;5 (0);11.5;1
San;March;59.9;79.9;9 (0);10.7;1
San;April;52.9;72.8;29 (1);9.5;3
San;May;45.4;65.7;65 (2);8.6;4
San;June;39.9;60.6;105 (4);8.1;5
San;July;38.6;59.2;87 (3);8.0;5
San;August;41.1;61.4;84 (3);8.3;6
San;September;44;64.5;62 (2);8.5;6
San;October;49;69;44 (1);9.6;5
San;November;54;75.1;17 (0);11.3;2
San;December;59.2;80.5;7 (0);12.3;1
Santa Barbara;January;44.5;63.2;96 (3);8.0;5
Santa Barbara;February;44.1;62.7;97 (3);8.0;5
Santa Barbara;March;46.4;66.2;68 (2);9.3;4
Santa Barbara;April;48.7;69.2;23 (0);10.4;3
Santa Barbara;May;53.4;74;12 (0);11.3;1
Santa Barbara;June;58.6;79.1;2 (0);11.9;0
Santa Barbara;July;63.9;82.9;3 (0);12.0;1
Santa Barbara;August;64.1;83.3;1 (0);11.5;0
Santa Barbara;September;61.4;81.6;3 (0);10.5;1
Santa Barbara;October;55.5;75.8;18 (0);9.4;1
Santa Barbara;November;49.4;68.7;27 (1);8.6;2
Santa Barbara;December;44.3;62.3;62 (2);7.8;4
Santa Cruz;January;71.6;85;182 (7);7.4;15
Santa Cruz;February;71.2;83.9;150 (5);6.8;13
Santa Cruz;March;70.6;83.3;127 (5);6.6;12
Santa Cruz;April;68.6;81.7;73 (2);6.5;9
Santa Cruz;May;64.5;76.3;69 (2);5.3;9
Santa Cruz;June;62.7;74.6;59 (2);5.4;7
Santa Cruz;July;61.6;75.3;49 (1);6.9;5
Santa Cruz;August;64.6;80.9;45 (1);8.8;4
Santa Cruz;September;67.9;85;69 (2);8.9;5
Santa Cruz;October;70.4;86;90 (3);8.1;8
Santa Cruz;November;70.5;85.4;127 (5);7.7;10
Santa Cruz;December;71.5;84.8;170 (6);7.0;14
Santa;January;71.6;85;182 (7);7.4;15
Santa;February;71.2;83.9;150 (5);6.8;13
Santa;March;70.6;83.3;127 (5);6.6;12
Santa;April;68.6;81.7;73 (2);6.5;9
Santa;May;64.5;76.3;69 (2);5.3;9
Santa;June;62.7;74.6;59 (2);5.4;7
Santa;July;61.6;75.3;49 (1);6.9;5
Santa;August;64.6;80.9;45 (1);8.8;4
Santa;September;67.9;85;69 (2);8.9;5
Santa;October;70.4;86;90 (3);8.1;8
Santa;November;70.5;85.4;127 (5);7.7;10
Santa;December;71.5;84.8;170 (6);7.0;14
Sarajevo;January;21.9;35.9;83 (3);3.8;9
Sarajevo;February;23.7;38.4;91 (3);4.0;9
Sarajevo;March;29.8;46.2;96 (3);5.6;10
Sarajevo;April;38.4;56.4;116 (4);7.3;12
Sarajevo;May;45.8;64;120 (4);8.3;12
Sarajevo;June;52.8;70.5;108 (4);9.0;11
Sarajevo;July;56.6;74.7;99 (3);9.6;10
Sarajevo;August;56.9;76;79 (3);9.1;9
Sarajevo;September;49.5;66.3;94 (3);6.9;9
Sarajevo;October;41.8;58.5;93 (3);5.5;8
Sarajevo;November;34.1;48.8;101 (3);4.7;9
Sarajevo;December;25.3;38.2;106 (4);3.7;10
Sardinia;January;15.3;29;102 (4);2.9;14
Sardinia;February;16.3;31.8;80 (3);4.1;11
Sardinia;March;23.4;40.6;96 (3);5.8;10
Sardinia;April;35.5;54.2;115 (4);7.5;10
Sardinia;May;47.8;65.7;121 (4);9.2;11
Sardinia;June;56.5;72.5;132 (5);9.6;11
Sardinia;July;60.7;76.3;128 (5);9.9;11
Sardinia;August;59.8;74.6;108 (4);8.6;10
Sardinia;September;54.2;69.4;105 (4);7.2;9
Sardinia;October;43.4;56.6;116 (4);5.4;10
Sardinia;November;32.7;45.3;102 (4);4.4;11
Sardinia;December;22.6;34.1;112 (4);2.8;13
Seattle;January;35.9;46;181 (7);4.5;13
Seattle;February;35.2;48.1;127 (5);5.7;11
Seattle;March;38.3;52.6;145 (5);6.7;13
Seattle;April;41.3;57.9;122 (4);8.2;12
Seattle;May;47.2;64.6;81 (3);9.0;9
Seattle;June;52.5;69.9;66 (2);8.9;8
Seattle;July;57.2;77.2;29 (1);9.4;5
Seattle;August;57.9;77.8;37 (1);8.8;4
Seattle;September;53;70.4;67 (2);7.8;6
Seattle;October;46.5;59.6;143 (5);6.2;12
Seattle;November;40.3;50.3;206 (8);4.9;13
Seattle;December;35.8;44.7;182 (7);4.3;13
Sevilla;January;42.7;59.6;50 (1);6.7;5
Sevilla;February;44.2;62.6;47 (1);7.5;4
Sevilla;March;48.2;67.5;54 (2);8.5;4
Sevilla;April;52.2;71.9;51 (2);9.5;5
Sevilla;May;58.4;80;35 (1);11.2;4
Sevilla;June;66.4;90.1;8 (0);12.5;1
Sevilla;July;70.3;95.5;2 (0);12.7;0
Sevilla;August;71.2;95.6;2 (0);11.9;0
Sevilla;September;66.2;87.1;27 (1);10.1;3
Sevilla;October;59.4;77.4;69 (2);8.4;5
Sevilla;November;49.8;65.9;61 (2);7.2;5
Sevilla;December;45.3;60.9;77 (3);6.5;5
Shanghai;January;34.6;47;64 (2);5.4;6
Shanghai;February;37.2;49.9;68 (2);5.6;6
Shanghai;March;44;57.5;97 (3);7.4;8
Shanghai;April;53.4;67;110 (4);8.4;7
Shanghai;May;62.6;75.3;131 (5);9.0;7
Shanghai;June;70.4;80.5;268 (10);8.6;11
Shanghai;July;78.3;88.1;147 (5);10.3;10
Shanghai;August;78.1;87.3;162 (6);9.5;12
Shanghai;September;71.1;80.5;111 (4);7.8;9
Shanghai;October;61.3;72.5;62 (2);7.2;5
Shanghai;November;50.8;62.6;60 (2);6.1;5
Shanghai;December;38.5;51.4;47 (1);6.0;5
Shenzhen;January;52.9;65.8;38 (1);6.0;5
Shenzhen;February;56.8;68.8;52 (2);4.8;7
Shenzhen;March;62;73.5;82 (3);4.5;9
Shenzhen;April;68.7;78.9;139 (5);5.2;11
Shenzhen;May;74;82.8;234 (9);7.2;14
Shenzhen;June;77.4;85.2;330 (12);8.3;18
Shenzhen;July;78.2;86.5;259 (10);8.9;17
Shenzhen;August;77.8;86.5;315 (12);8.6;18
Shenzhen;September;75.8;85.1;207 (8);8.4;13
Shenzhen;October;70.8;81.6;61 (2);8.1;5
Shenzhen;November;63.6;75.7;40 (1);7.4;4
Shenzhen;December;54.5;67.8;33 (1);7.2;3
Shrewsbury;January;34.5;43.8;61 (2);3.2;9
Shrewsbury;February;34.1;44.8;51 (2);3.7;8
Shrewsbury;March;35.3;48.6;54 (2);4.5;9
Shrewsbury;April;38.5;53.6;60 (2);6.2;9
Shrewsbury;May;44.3;59;67 (2);7.2;9
Shrewsbury;June;49.7;64;68 (2);7.5;9
Shrewsbury;July;53;67.3;64 (2);7.7;9
Shrewsbury;August;52.9;66.1;60 (2);6.7;9
Shrewsbury;September;49.4;62.5;58 (2);5.1;8
Shrewsbury;October;45.1;56;67 (2);4.2;8
Shrewsbury;November;39.1;48.6;68 (2);3.5;10
Shrewsbury;December;35.5;44.4;67 (2);3.1;9
Sienna;January;21.6;30.3;75 (2);2.2;11
Sienna;February;22.7;33.3;61 (2);3.2;9
Sienna;March;27.6;41.3;76 (2);5.0;11
Sienna;April;36.3;52.9;67 (2);7.8;10
Sienna;May;44.9;60.8;95 (3);9.0;11
Sienna;June;51.5;66.5;109 (4);9.7;11
Sienna;July;55;69.8;129 (5);10.1;12
Sienna;August;54.4;69.7;98 (3);9.5;10
Sienna;September;47.5;61.2;91 (3);6.4;9
Sienna;October;40.5;51.9;67 (2);4.0;9
Sienna;November;33.7;42.1;71 (2);2.5;9
Sienna;December;25.1;33.3;75 (2);2.1;11
Sierras;January;61.8;82.6;98 (3);11.4;7
Sierras;February;60.8;79.8;78 (3);9.8;6
Sierras;March;56.7;74.4;82 (3);8.4;6
Sierras;April;50.9;67.6;84 (3);7.6;6
Sierras;May;45.6;60.3;54 (2);6.3;4
Sierras;June;40.5;55.2;37 (1);6.3;3
Sierras;July;38.8;53.7;40 (1);6.3;4
Sierras;August;41.1;58.1;56 (2);7.2;4
Sierras;September;43.8;62.1;63 (2);8.1;5
Sierras;October;48.8;67.2;94 (3);8.7;7
Sierras;November;53.4;73.9;103 (4);11.0;7
Sierras;December;58.5;80.1;83 (3);11.8;6
Skopje;January;26.7;41.5;49 (1);5.0;6
Skopje;February;30.5;46;47 (1);5.6;6
Skopje;March;35.7;55;57 (2);7.4;7
Skopje;April;43.7;64.2;61 (2);9.6;8
Skopje;May;52;72.8;53 (2);11.0;8
Skopje;June;59.3;81;40 (1);12.2;6
Skopje;July;64;86.5;27 (1);12.4;4
Skopje;August;64.1;87.3;23 (0);11.6;3
Skopje;September;56.1;76.6;35 (1);9.3;5
Skopje;October;47.2;65.5;53 (2);7.0;5
Skopje;November;38.2;54.2;57 (2);5.7;7
Skopje;December;30.1;43.6;66 (2);4.9;8
Sligo;January;37;44.5;118 (4);2.8;14
Sligo;February;36.7;45.4;103 (4);3.5;12
Sligo;March;37.9;48.2;99 (3);4.2;13
Sligo;April;40.9;52.3;93 (3);5.5;12
Sligo;May;45.7;57.2;103 (4);6.3;12
Sligo;June;50.3;61;106 (4);6.0;12
Sligo;July;53.1;63.2;118 (4);5.1;14
Sligo;August;53.1;62.4;116 (4);4.8;14
Sligo;September;50.6;59.7;98 (3);4.0;12
Sligo;October;46;54.3;119 (4);3.7;12
Sligo;November;41;48.4;115 (4);3.1;13
Sligo;December;37.7;45.1;122 (4);2.7;13
SLO;January;19.6;29.1;49 (1);1.9;8
SLO;February;20;31.8;39 (1);2.9;7
SLO;March;27.9;43.3;46 (1);5.4;8
SLO;April;39.9;58.7;49 (1);9.2;8
SLO;May;51;70.9;54 (2);11.6;7
SLO;June;59.2;78;62 (2);12.7;8
SLO;July;63.7;82.4;51 (2);12.8;7
SLO;August;62.6;81.9;40 (1);11.7;5
SLO;September;52.9;69.7;47 (1);8.8;6
SLO;October;41.5;55.2;44 (1);5.5;5
SLO;November;32.4;41.8;43 (1);2.9;6
SLO;December;25.3;33.4;49 (1);1.8;7
Sorrento;January;51.5;54.8;120 (4);6.5;9
Sorrento;February;50.8;54.2;93 (3);7.3;8
Sorrento;March;53.2;56.5;87 (3);8.7;7
Sorrento;April;57.2;60.4;66 (2);10.2;7
Sorrento;May;63.4;66.5;38 (1);11.6;4
Sorrento;June;70.4;73.5;17 (0);12.6;2
Sorrento;July;75.3;78;11 (0);12.4;1
Sorrento;August;76.3;78.9;17 (0);11.7;2
Sorrento;September;71.2;74.5;73 (2);10.1;6
Sorrento;October;66.3;69.4;112 (4);8.5;8
Sorrento;November;60;63.5;167 (6);7.2;10
Sorrento;December;54.4;57.7;137 (5);6.6;10
Southern;January;35.4;51.5;95 (3);6.8;7
Southern;February;37.5;55.5;79 (3);7.2;6
Southern;March;43.3;62.8;100 (3);8.0;7
Southern;April;52.7;72.7;91 (3);9.1;6
Southern;May;60.9;80.1;87 (3);9.8;8
Southern;June;68.9;86.6;110 (4);10.3;9
Southern;July;72.1;88.9;119 (4);10.3;12
Southern;August;71.1;87.2;123 (4);9.2;10
Southern;September;65.9;81.6;123 (4);7.7;8
Southern;October;55.3;72.1;85 (3);7.3;6
Southern;November;44.9;62.3;82 (3);7.0;5
Southern;December;39;54.7;92 (3);6.2;7
Sparta;January;34.6;51.1;103 (4);6.7;7
Sparta;February;36.9;55.2;88 (3);7.1;6
Sparta;March;42.7;62.7;114 (4);7.9;7
Sparta;April;51.5;71.7;93 (3);9.1;6
Sparta;May;60.1;79.6;78 (3);10.0;7
Sparta;June;67.9;86.5;93 (3);10.8;9
Sparta;July;71.1;88.8;97 (3);10.6;9
Sparta;August;70.5;87.6;102 (4);9.6;9
Sparta;September;65.1;81.9;90 (3);8.2;7
Sparta;October;54.2;72.1;95 (3);7.4;5
Sparta;November;44;61.8;88 (3);7.0;5
Sparta;December;37.7;53.6;102 (4);6.1;7
Split;January;35;46.2;124 (4);5.9;9
Split;February;35.1;47.7;110 (4);6.8;7
Split;March;40;53.5;106 (4);8.4;7
Split;April;46.2;60.1;107 (4);10.1;9
Split;May;53.5;67.7;74 (2);11.8;7
Split;June;60.9;75.8;42 (1);13.1;5
Split;July;65.2;80.7;27 (1);13.2;3
Split;August;65.5;81.2;39 (1);12.1;3
Split;September;58.5;72.2;100 (3);10.1;6
Split;October;51.9;64.5;140 (5);7.9;8
Split;November;45.4;56.1;231 (9);6.2;11
Split;December;37.6;48.6;169 (6);5.8;9
Srebrenica;January;21.3;37.6;70 (2);4.6;9
Srebrenica;February;24.1;40.9;72 (2);4.9;9
Srebrenica;March;30.9;49.7;86 (3);6.6;10
Srebrenica;April;40.2;59.6;104 (4);8.2;11
Srebrenica;May;48.1;67;126 (4);9.0;12
Srebrenica;June;55.4;73;128 (5);9.3;12
Srebrenica;July;59.2;76.9;109 (4);9.8;11
Srebrenica;August;59.7;77.8;86 (3);9.2;10
Srebrenica;September;51.9;68.6;86 (3);7.4;9
Srebrenica;October;43.3;60.7;73 (2);6.1;7
Srebrenica;November;34.5;51.1;74 (2);5.6;8
Srebrenica;December;25.3;39.6;81 (3);4.5;10
St;January;25.4;31.8;44 (1);2.4;7
St;February;25;32.7;37 (1);3.5;7
St;March;27.9;38.2;34 (1);5.9;7
St;April;35.7;48.3;36 (1);8.9;6
St;May;44.6;57.3;45 (1);11.1;7
St;June;52.5;64.5;67 (2);12.3;8
St;July;58.6;69.9;72 (2);11.4;9
St;August;57.6;67.8;73 (2);9.8;9
St;September;51.1;60.4;56 (2);6.9;7
St;October;42.2;49.2;52 (2);4.2;8
St;November;35.6;41;53 (2);2.5;8
St;December;29.2;35.2;50 (1);2.3;8
Stockholm;January;25.4;31.8;44 (1);2.4;7
Stockholm;February;25;32.7;37 (1);3.5;7
Stockholm;March;27.9;38.2;34 (1);5.9;7
Stockholm;April;35.7;48.3;36 (1);8.9;6
Stockholm;May;44.6;57.3;45 (1);11.1;7
Stockholm;June;52.5;64.5;67 (2);12.3;8
Stockholm;July;58.6;69.9;72 (2);11.4;9
Stockholm;August;57.6;67.8;73 (2);9.8;9
Stockholm;September;51.1;60.4;56 (2);6.9;7
Stockholm;October;42.2;49.2;52 (2);4.2;8
Stockholm;November;35.6;41;53 (2);2.5;8
Stockholm;December;29.2;35.2;50 (1);2.3;8
Stolac;January;28.3;43.7;140 (5);5.4;8
Stolac;February;29.1;45.8;142 (5);6.0;8
Stolac;March;34.1;52.9;135 (5);7.6;8
Stolac;April;40.8;60.9;155 (6);9.2;10
Stolac;May;48.2;68.7;117 (4);11.1;10
Stolac;June;55.6;76.9;76 (2);12.5;7
Stolac;July;59.9;82.3;53 (2);12.8;5
Stolac;August;60.4;83.4;58 (2);11.9;5
Stolac;September;53.1;72.7;135 (5);9.6;7
Stolac;October;45.8;64;190 (7);7.5;8
Stolac;November;39.1;54.6;232 (9);5.7;10
Stolac;December;31.1;45.6;180 (7);5.4;9
Ston;January;20.8;34.7;97 (3);5.9;8
Ston;February;22.6;37.5;87 (3);6.8;7
Ston;March;28.9;44.2;116 (4);7.3;8
Ston;April;39.6;56;107 (4);8.3;8
Ston;May;49.8;65.7;91 (3);8.7;8
Ston;June;59.2;74.5;92 (3);9.8;8
Ston;July;65.7;80.8;76 (2);10.7;7
Ston;August;64.9;79.4;90 (3);9.9;7
Ston;September;58.9;72.6;91 (3);8.1;6
Ston;October;47.9;60.8;112 (4);6.6;8
Ston;November;37.8;50;97 (3);6.0;7
Ston;December;28.2;40.2;118 (4);5.5;8
Strasbourg;January;31.4;41.4;79 (3);4.0;10
Strasbourg;February;31.3;43.8;68 (2);5.1;9
Strasbourg;March;35.7;51.6;74 (2);6.8;10
Strasbourg;April;42.2;59.8;67 (2);9.1;9
Strasbourg;May;50;66.6;88 (3);10.0;10
Strasbourg;June;56.5;73.4;85 (3);11.3;10
Strasbourg;July;60.1;76.5;89 (3);11.5;10
Strasbourg;August;59.7;76;80 (3);10.2;9
Strasbourg;September;53.4;68.7;76 (2);8.0;8
Strasbourg;October;46.5;60.2;81 (3);6.2;9
Strasbourg;November;38.4;49.4;84 (3);4.6;10
Strasbourg;December;33.3;42.7;93 (3);4.0;11
Suva;January;75.4;82.6;250 (9);8.8;18
Suva;February;75.6;83.1;204 (8);8.7;17
Suva;March;75.5;82.7;225 (8);8.1;19
Suva;April;74.8;81.2;195 (7);7.3;17
Suva;May;73.2;78.9;144 (5);6.4;14
Suva;June;72;77.3;122 (4);5.5;13
Suva;July;70.4;75.8;93 (3);5.1;11
Suva;August;70;75.8;123 (4);5.1;12
Suva;September;70.7;77;121 (4);5.8;12
Suva;October;71.6;78.1;161 (6);6.5;14
Suva;November;73;79.6;146 (5);7.1;14
Suva;December;74.4;81.1;200 (7);7.8;18
Sydney;January;68.3;79.1;79 (3);9.0;7
Sydney;February;68.2;77.8;105 (4);8.5;8
Sydney;March;65.8;75.5;86 (3);8.1;10
Sydney;April;60.8;71.3;89 (3);7.9;9
Sydney;May;54.8;66.6;85 (3);8.0;8
Sydney;June;51.7;62.2;101 (3);7.3;8
Sydney;July;49.2;61.5;57 (2);7.8;6
Sydney;August;50;63.5;59 (2);8.5;6
Sydney;September;54.2;68;54 (2);9.2;6
Sydney;October;58.3;71.4;59 (2);9.2;7
Sydney;November;62;73.8;77 (3);9.3;7
Sydney;December;65.3;76.9;61 (2);9.6;7
Tacoma;January;35.4;45.7;172 (6);4.4;13
Tacoma;February;34.8;47.5;122 (4);5.6;11
Tacoma;March;37.3;51.9;138 (5);6.6;12
Tacoma;April;40.4;57.2;107 (4);8.2;11
Tacoma;May;46.3;63.9;65 (2);8.9;8
Tacoma;June;51.7;69.2;45 (1);9.0;6
Tacoma;July;56.2;76.9;19 (0);9.4;3
Tacoma;August;57;77.5;26 (1);8.6;3
Tacoma;September;52.6;70.3;51 (2);7.7;5
Tacoma;October;46.1;59.3;118 (4);6.0;10
Tacoma;November;39.7;49.9;192 (7);4.9;13
Tacoma;December;35.3;44.2;178 (7);4.2;13
Taipei;January;54.4;61.9;100 (3);2.9;12
Taipei;February;55.4;64;104 (4);3.4;10
Taipei;March;58.1;67.7;113 (4);4.5;11
Taipei;April;64.1;73.9;144 (5);5.8;12
Taipei;May;70.1;79.1;201 (7);7.2;15
Taipei;June;75;83.2;259 (10);8.3;15
Taipei;July;77;85.8;233 (9);9.2;14
Taipei;August;76.6;85;327 (12);8.5;15
Taipei;September;73.9;81.7;266 (10);6.8;13
Taipei;October;69.2;75.9;220 (8);4.5;13
Taipei;November;64.2;70.9;143 (5);3.8;12
Taipei;December;57.3;64.2;109 (4);3.1;12
Tallinn;January;21.2;28.1;53 (2);1.6;9
Tallinn;February;20.1;28;42 (1);2.5;8
Tallinn;March;24.3;34.8;38 (1);5.8;7
Tallinn;April;33.3;47.9;40 (1);9.0;7
Tallinn;May;42.9;58.6;44 (1);11.8;6
Tallinn;June;51.2;65.2;71 (2);12.6;8
Tallinn;July;58.2;71.2;72 (2);12.1;9
Tallinn;August;56.6;68.5;84 (3);9.9;10
Tallinn;September;49.8;60;68 (2);6.8;10
Tallinn;October;40.3;47.9;73 (2);3.9;11
Tallinn;November;33.7;39.2;60 (2);1.9;10
Tallinn;December;27.1;33.2;57 (2);1.8;10
Tangier;January;47.8;59.5;77 (3);6.2;6
Tangier;February;48;60.4;66 (2);6.7;6
Tangier;March;50.5;63.6;62 (2);7.7;6
Tangier;April;53.2;66.8;55 (2);8.7;6
Tangier;May;57.4;72.5;30 (1);10.1;5
Tangier;June;62.7;79.8;6 (0);11.3;1
Tangier;July;66;84.5;1 (0);11.5;0
Tangier;August;67.7;85.5;2 (0);10.5;1
Tangier;September;65.2;80.2;28 (1);8.7;3
Tangier;October;60.9;74.1;70 (2);7.7;6
Tangier;November;53.9;65.2;85 (3);6.8;6
Tangier;December;50.4;61.2;92 (3);6.2;7
Taos;January;12.8;36.8;28 (1);7.5;5
Taos;February;16.9;39.9;32 (1);8.1;6
Taos;March;25.8;49.6;40 (1);9.4;6
Taos;April;33.6;59;47 (1);10.6;7
Taos;May;42.1;68.3;45 (1);11.6;7
Taos;June;52.3;79.8;34 (1);12.6;6
Taos;July;56.2;81.9;86 (3);11.8;12
Taos;August;54.6;79;77 (3);11.1;11
Taos;September;49;73;45 (1);10.1;7
Taos;October;38.3;61.5;34 (1);9.0;5
Taos;November;27.6;48.4;30 (1);8.1;4
Taos;December;15.8;37;33 (1);7.2;5
Tarquinia;January;40.7;51.9;64 (2);6.2;7
Tarquinia;February;40.7;53.1;66 (2);7.0;6
Tarquinia;March;44.7;58.1;61 (2);8.1;6
Tarquinia;April;49.7;63.8;61 (2);10.1;7
Tarquinia;May;56.4;71;44 (1);11.4;5
Tarquinia;June;63.8;79.4;26 (1);12.7;3
Tarquinia;July;68.4;84.4;14 (0);12.7;2
Tarquinia;August;69.3;84.8;19 (0);11.6;2
Tarquinia;September;63.5;76.8;69 (2);9.8;5
Tarquinia;October;57.7;69.4;109 (4);7.7;7
Tarquinia;November;50.4;60.6;131 (5);6.5;9
Tarquinia;December;43.5;53.9;86 (3);6.1;8
Tel Aviv;January;50.2;61.8;99 (3);7.5;8
Tel Aviv;February;50.6;63.8;76 (2);8.2;7
Tel Aviv;March;53.6;68.7;43 (1);9.1;5
Tel Aviv;April;57.4;74.4;20 (0);10.4;2
Tel Aviv;May;63;80.5;7 (0);11.4;1
Tel Aviv;June;68.4;84.3;3 (0);11.6;1
Tel Aviv;July;72.4;87.3;3 (0);11.2;0
Tel Aviv;August;73.6;88.1;2 (0);10.5;0
Tel Aviv;September;71.8;86.1;4 (0);9.8;1
Tel Aviv;October;67.5;81.5;20 (0);9.2;3
Tel Aviv;November;60.3;74;47 (1);8.5;5
Tel Aviv;December;53.7;65.6;89 (3);7.7;7
Tetouan;January;47.3;58.6;66 (2);6.0;6
Tetouan;February;47.5;59.4;66 (2);6.3;6
Tetouan;March;49.8;62.5;70 (2);7.2;6
Tetouan;April;52.5;65.7;55 (2);8.3;6
Tetouan;May;56.8;71;41 (1);9.6;5
Tetouan;June;62.4;78.6;10 (0);11.0;1
Tetouan;July;66.5;84.3;2 (0);11.5;0
Tetouan;August;68.2;84.7;8 (0);10.2;1
Tetouan;September;65.2;78.9;40 (1);8.1;4
Tetouan;October;60.8;72.5;76 (2);7.0;6
Tetouan;November;53.6;64;75 (2);6.3;6
Tetouan;December;49.9;60;76 (2);5.9;6
Thessaloniki;January;33.2;47;53 (2);5.7;6
Thessaloniki;February;35.7;50.8;50 (1);6.3;6
Thessaloniki;March;41.5;57.7;60 (2);7.8;7
Thessaloniki;April;49.3;65.5;59 (2);9.9;7
Thessaloniki;May;58.6;74.7;71 (2);11.6;7
Thessaloniki;June;66.8;83.3;52 (2);12.7;6
Thessaloniki;July;71.2;88.3;46 (1);12.8;5
Thessaloniki;August;71.4;88.2;46 (1);11.9;5
Thessaloniki;September;63;78.6;53 (2);9.7;5
Thessaloniki;October;54;68.2;61 (2);6.8;5
Thessaloniki;November;45.5;58.6;63 (2);5.4;6
Thessaloniki;December;36.1;49;73 (2);5.4;6
Tijuana;January;47.9;62.7;68 (2);7.9;5
Tijuana;February;48.4;61.7;83 (3);7.7;6
Tijuana;March;50.4;62.9;55 (2);8.1;4
Tijuana;April;52.5;64.7;28 (1);8.4;4
Tijuana;May;55.8;66.5;17 (0);8.0;3
Tijuana;June;59.2;70.3;6 (0);8.6;1
Tijuana;July;63.6;74.5;5 (0);9.4;1
Tijuana;August;64.7;75.7;4 (0);9.1;0
Tijuana;September;63.7;75.3;7 (0);8.4;1
Tijuana;October;59.1;71.9;19 (0);7.8;2
